"Crop","State","Season","Area-2021-22","Area-2022-23","Area-2023-24","Area-2024-25","Area-2025-26","Production-2021-22","Production-2022-23","Production-2023-24","Production-2024-25","Production-2025-26","Yield-2021-22","Yield-2022-23","Yield-2023-24","Yield-2024-25","Yield-2025-26"
"Tur","Delhi","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Tur","Goa","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Tur","Goa","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Tur","Gujarat","Kharif","2.51","2.44","2.27","1.73","2.36","2.91","2.84","2.64","2.01","2.93","1161.00","1163.00","1163.00","1162.00","1242.00"
"Tur","Gujarat","Total","2.51","2.44","2.27","1.73","2.36","2.91","2.84","2.64","2.01","2.93","1161.00","1163.00","1163.00","1162.00","1242.00"
"Tur","Haryana","Kharif","0.01","0.00","0.01","0.00","0.00","0.01","0.00","0.02","0.00","0.00","1181.00","1180.00","1180.00","1180.00","1307.00"
"Tur","Haryana","Total","0.01","0.00","0.01","0.00","0.00","0.01","0.00","0.02","0.00","0.00","1181.00","1180.00","1180.00","1180.00","1307.00"
"Tur","Himachal Pradesh","Kharif","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","875.00","870.00","870.00","869.00","870.00"
"Tur","Himachal Pradesh","Total","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","875.00","870.00","870.00","869.00","870.00"
"Tur","Jammu And Kashmir","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Tur","Jammu And Kashmir","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Tur","Jharkhand","Kharif","2.54","1.84","1.89","2.17","1.47","2.86","2.11","2.17","2.55","1.68","1129.00","1144.00","1149.00","1177.00","1148.00"
"Tur","Jharkhand","Total","2.54","1.84","1.89","2.17","1.47","2.86","2.11","2.17","2.55","1.68","1129.00","1144.00","1149.00","1177.00","1148.00"
"Tur","Karnataka","Kharif","17.19","12.20","13.65","17.45","13.89","11.45","8.55","10.20","9.98","9.22","666.00","701.00","747.00","572.00","664.00"
"Tur","Karnataka","Total","17.19","12.20","13.65","17.45","13.89","11.45","8.55","10.20","9.98","9.22","666.00","701.00","747.00","572.00","664.00"
"Tur","Kerala","Kharif","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1652.00","1680.00","1657.00","1533.00","1700.00"
"Tur","Kerala","Total","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1652.00","1680.00","1657.00","1533.00","1700.00"
"Tur","Ladakh","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Tur","Ladakh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Tur","Lakshadweep","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Tur","Lakshadweep","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Tur","Madhya Pradesh","Kharif","2.25","1.66","1.55","1.51","1.01","1.90","1.26","1.37","1.27","0.93","844.00","762.00","885.00","842.00","926.00"
"Tur","Madhya Pradesh","Total","2.25","1.66","1.55","1.51","1.01","1.90","1.26","1.37","1.27","0.93","844.00","762.00","885.00","842.00","926.00"
"Tur","Maharashtra","Kharif","13.35","11.76","11.12","12.27","12.08","13.91","9.25","8.93","14.23","12.61","1042.00","787.00","803.00","1160.00","1044.00"
"Tur","Maharashtra","Total","13.35","11.76","11.12","12.27","12.08","13.91","9.25","8.93","14.23","12.61","1042.00","787.00","803.00","1160.00","1044.00"
"Tur","Manipur","Kharif","0.01","0.01","0.00","0.01","","0.01","0.01","0.00","0.01","","982.00","981.00","840.00","1210.00",""
"Tur","Manipur","Total","0.01","0.01","0.00","0.01","","0.01","0.01","0.00","0.01","","982.00","981.00","840.00","1210.00",""
"Tur","Meghalaya","Kharif","0.01","0.01","0.01","0.01","","0.02","0.02","0.02","0.02","","1305.00","1305.00","1305.00","1305.00",""
"Tur","Meghalaya","Total","0.01","0.01","0.01","0.01","","0.02","0.02","0.02","0.02","","1305.00","1305.00","1305.00","1305.00",""
"Tur","Mizoram","Kharif","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","1022.00","1080.00","1120.00","680.00",""
"Tur","Mizoram","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","1022.00","1080.00","1120.00","680.00",""
"Tur","Nagaland","Kharif","0.00","0.01","0.01","0.01","","0.00","0.01","0.01","0.01","","880.00","950.00","951.00","946.00",""
"Tur","Nagaland","Total","0.00","0.01","0.01","0.01","","0.00","0.01","0.01","0.01","","880.00","950.00","951.00","946.00",""
"Tur","Odisha","Kharif","1.26","1.34","1.34","0.16","1.43","1.31","1.42","1.42","0.25","1.79","1036.00","1062.00","1062.00","1566.00","1254.00"
"Tur","Odisha","Total","1.26","1.34","1.34","0.16","1.43","1.31","1.42","1.42","0.25","1.79","1036.00","1062.00","1062.00","1566.00","1254.00"
"Tur","Puducherry","Kharif","0.00","","","","","0.00","","","","","0.00","","","",""
"Tur","Puducherry","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Tur","Punjab","Kharif","0.01","0.01","0.01","0.01","0.00","0.01","0.01","0.01","0.02","0.00","1014.00","1107.00","1127.00","1261.00","1136.00"
"Tur","Punjab","Total","0.01","0.01","0.01","0.01","0.00","0.01","0.01","0.01","0.02","0.00","1014.00","1107.00","1127.00","1261.00","1136.00"
"Tur","Rajasthan","Kharif","0.07","0.06","0.04","0.03","0.08","0.07","0.06","0.04","0.03","0.08","915.00","899.00","951.00","903.00","952.00"
"Tur","Rajasthan","Total","0.07","0.06","0.04","0.03","0.08","0.07","0.06","0.04","0.03","0.08","915.00","899.00","951.00","903.00","952.00"
"Tur","Sikkim","Kharif","","","","","","0.00","","","","","","","","",""
"Tur","Sikkim","Total","","","","","","0.00","","","","","","","","",""
"Tur","Tamil Nadu","Kharif","0.48","0.44","0.39","0.59","0.41","0.45","0.45","0.39","0.40","0.41","936.00","1039.00","987.00","677.00","1007.00"
"Tur","Tamil Nadu","Total","0.48","0.44","0.39","0.59","0.41","0.45","0.45","0.39","0.40","0.41","936.00","1039.00","987.00","677.00","1007.00"
"Tur","Telangana","Kharif","3.14","2.29","1.79","2.15","1.97","2.41","2.02","1.45","2.01","1.71","769.00","882.00","812.00","934.00","870.00"
"Tur","Telangana","Total","3.14","2.29","1.79","2.15","1.97","2.41","2.02","1.45","2.01","1.71","769.00","882.00","812.00","934.00","870.00"
"Tur","Tripura","Kharif","0.05","0.04","0.04","0.04","","0.04","0.03","0.03","0.04","","783.00","797.00","797.00","823.00",""
"Tur","Tripura","Total","0.05","0.04","0.04","0.04","","0.04","0.03","0.03","0.04","","783.00","797.00","797.00","823.00",""
"Tur","Uttar Pradesh","Kharif","2.90","3.50","4.24","0.93","2.31","3.55","3.64","3.95","1.15","2.86","1223.00","1039.00","932.00","1238.00","1238.00"
"Tur","Uttar Pradesh","Total","2.90","3.50","4.24","0.93","2.31","3.55","3.64","3.95","1.15","2.86","1223.00","1039.00","932.00","1238.00","1238.00"
"Tur","Uttarakhand","Kharif","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.04","0.03","1066.00","994.00","959.00","1178.00","1044.00"
"Tur","Uttarakhand","Total","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.04","0.03","1066.00","994.00","959.00","1178.00","1044.00"
"Tur","West Bengal","Kharif","0.03","0.03","0.01","0.01","0.07","0.05","0.04","0.02","0.02","0.11","1569.00","1628.00","1620.00","1800.00","1663.00"
"Tur","West Bengal","Total","0.03","0.03","0.01","0.01","0.07","0.05","0.04","0.02","0.02","0.11","1569.00","1628.00","1620.00","1800.00","1663.00"
"Tur","Others","Kharif","","","","","0.06","","","","","0.06","","","","","970.00"
"Tur","Others","Total","","","","","0.06","","","","","0.06","","","","","970.00"
"Tur","All India","Kharif","49.00","40.68","41.31","43.36","40.58","42.20","33.12","34.17","36.24","35.97","861.00","814.00","827.00","836.00","887.00"
"Tur","All India","Total","49.00","40.68","41.31","43.36","40.58","42.20","33.12","34.17","36.24","35.97","861.00","814.00","827.00","836.00","887.00"
"Gram","Andaman And Nicobar Islands","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Andaman And Nicobar Islands","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Andhra Pradesh","Rabi","4.45","3.29","3.02","2.87","","4.55","4.57","3.00","3.05","","1023.00","1388.00","994.00","1063.00",""
"Gram","Andhra Pradesh","Total","4.45","3.29","3.02","2.87","","4.55","4.57","3.00","3.05","","1023.00","1388.00","994.00","1063.00",""
"Gram","Arunachal Pradesh","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Arunachal Pradesh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Assam","Rabi","0.02","0.02","0.03","0.03","","0.02","0.02","0.02","0.03","","740.00","766.00","837.00","877.00",""
"Gram","Assam","Total","0.02","0.02","0.03","0.03","","0.02","0.02","0.02","0.03","","740.00","766.00","837.00","877.00",""
"Gram","Bihar","Rabi","0.52","0.53","0.81","0.61","","0.54","0.57","0.78","0.64","","1053.00","1076.00","974.00","1045.00",""
"Gram","Bihar","Total","0.52","0.53","0.81","0.61","","0.54","0.57","0.78","0.64","","1053.00","1076.00","974.00","1045.00",""
"Gram","Chandigarh","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Chandigarh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Chhattisgarh","Rabi","3.32","3.06","2.55","2.49","","2.40","2.79","2.11","2.53","","725.00","912.00","828.00","1018.00",""
"Gram","Chhattisgarh","Total","3.32","3.06","2.55","2.49","","2.40","2.79","2.11","2.53","","725.00","912.00","828.00","1018.00",""
"Gram","Dadra And Nagar Haveli","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Dadra And Nagar Haveli","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Daman And Diu","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Daman And Diu","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Delhi","Rabi","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","2000.00","2000.00","2000.00","2000.00",""
"Gram","Delhi","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","2000.00","2000.00","2000.00","2000.00",""
"Gram","Goa","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Goa","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Gujarat","Rabi","11.02","7.64","6.22","8.50","","21.02","12.98","10.66","15.64","","1908.00","1699.00","1714.00","1841.00",""
"Gram","Gujarat","Total","11.02","7.64","6.22","8.50","","21.02","12.98","10.66","15.64","","1908.00","1699.00","1714.00","1841.00",""
"Gram","Haryana","Rabi","0.38","0.29","0.11","0.18","","0.45","0.26","0.11","0.30","","1194.00","911.00","1027.00","1688.00",""
"Gram","Haryana","Total","0.38","0.29","0.11","0.18","","0.45","0.26","0.11","0.30","","1194.00","911.00","1027.00","1688.00",""
"Gram","Himachal Pradesh","Rabi","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","1231.00","1020.00","1020.00","1020.00",""
"Gram","Himachal Pradesh","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","1231.00","1020.00","1020.00","1020.00",""
"Gram","Jammu And Kashmir","Rabi","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","0.00","200.00","200.00","200.00",""
"Gram","Jammu And Kashmir","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","0.00","200.00","200.00","200.00",""
"Gram","Jharkhand","Rabi","2.60","2.49","2.39","2.99","","3.09","2.92","2.78","3.51","","1186.00","1172.00","1167.00","1173.00",""
"Gram","Jharkhand","Total","2.60","2.49","2.39","2.99","","3.09","2.92","2.78","3.51","","1186.00","1172.00","1167.00","1173.00",""
"Gram","Karnataka","Rabi","7.12","8.22","6.38","6.79","","4.91","5.59","3.86","4.05","","689.00","680.00","605.00","597.00",""
"Gram","Karnataka","Total","7.12","8.22","6.38","6.79","","4.91","5.59","3.86","4.05","","689.00","680.00","605.00","597.00",""
"Gram","Kerala","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Kerala","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Ladakh","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Ladakh","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Lakshadweep","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Lakshadweep","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Madhya Pradesh","Rabi","19.36","21.08","21.10","13.54","","29.31","30.95","29.14","21.09","","1514.00","1468.00","1381.00","1558.00",""
"Gram","Madhya Pradesh","Total","19.36","21.08","21.10","13.54","","29.31","30.95","29.14","21.09","","1514.00","1468.00","1381.00","1558.00",""
"Gram","Maharashtra","Rabi","27.09","29.56","26.88","28.73","","31.01","31.75","28.36","29.62","","1145.00","1074.00","1055.00","1031.00",""
"Gram","Maharashtra","Total","27.09","29.56","26.88","28.73","","31.01","31.75","28.36","29.62","","1145.00","1074.00","1055.00","1031.00",""
"Gram","Manipur","Rabi","0.01","0.01","0.01","0.01","","0.01","0.01","0.01","0.01","","928.00","979.00","980.00","1200.00",""
"Gram","Manipur","Total","0.01","0.01","0.01","0.01","","0.01","0.01","0.01","0.01","","928.00","979.00","980.00","1200.00",""
"Gram","Meghalaya","Rabi","0.02","0.02","0.02","0.02","","0.02","0.02","0.02","0.02","","1072.00","1078.00","1078.00","1078.00",""
"Gram","Meghalaya","Total","0.02","0.02","0.02","0.02","","0.02","0.02","0.02","0.02","","1072.00","1078.00","1078.00","1078.00",""
"Gram","Mizoram","Rabi","","","","","","0.00","","","","","","","","",""
"Gram","Mizoram","Total","","","","","","0.00","","","","","","","","",""
"Gram","Nagaland","Rabi","0.00","0.01","0.01","0.00","","0.00","0.00","0.01","0.00","","840.00","827.00","842.00","845.00",""
"Gram","Nagaland","Total","0.00","0.01","0.01","0.00","","0.00","0.00","0.01","0.00","","840.00","827.00","842.00","845.00",""
"Gram","Odisha","Rabi","0.35","0.38","0.38","0.80","","0.27","0.29","0.29","0.68","","778.00","763.00","763.00","855.00",""
"Gram","Odisha","Total","0.35","0.38","0.38","0.80","","0.27","0.29","0.29","0.68","","778.00","763.00","763.00","855.00",""
"Gram","Puducherry","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Puducherry","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Punjab","Rabi","0.02","0.01","0.01","0.01","","0.02","0.01","0.02","0.01","","1214.00","1046.00","1395.00","1188.00",""
"Gram","Punjab","Total","0.02","0.01","0.01","0.01","","0.02","0.01","0.02","0.01","","1214.00","1046.00","1395.00","1188.00",""
"Gram","Rajasthan","Rabi","23.01","19.37","17.75","16.55","","26.85","18.09","19.19","20.11","","1167.00","934.00","1081.00","1215.00",""
"Gram","Rajasthan","Total","23.01","19.37","17.75","16.55","","26.85","18.09","19.19","20.11","","1167.00","934.00","1081.00","1215.00",""
"Gram","Sikkim","Rabi","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Sikkim","Total","0.00","","","","","0.00","","","","","0.00","","","",""
"Gram","Tamil Nadu","Rabi","0.04","0.04","0.03","0.04","","0.04","0.04","0.03","0.03","","926.00","926.00","926.00","926.00",""
"Gram","Tamil Nadu","Total","0.04","0.04","0.03","0.04","","0.04","0.04","0.03","0.03","","926.00","926.00","926.00","926.00",""
"Gram","Telangana","Rabi","1.59","1.48","0.97","0.70","","2.24","2.32","1.64","1.23","","1409.00","1568.00","1686.00","1762.00",""
"Gram","Telangana","Total","1.59","1.48","0.97","0.70","","2.24","2.32","1.64","1.23","","1409.00","1568.00","1686.00","1762.00",""
"Gram","Tripura","Rabi","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","634.00","660.00","660.00","779.00",""
"Gram","Tripura","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","634.00","660.00","660.00","779.00",""
"Gram","Uttar Pradesh","Rabi","6.08","6.80","6.82","5.97","","8.18","8.98","7.86","8.08","","1346.00","1321.00","1153.00","1354.00",""
"Gram","Uttar Pradesh","Total","6.08","6.80","6.82","5.97","","8.18","8.98","7.86","8.08","","1346.00","1321.00","1153.00","1354.00",""
"Gram","Uttarakhand","Rabi","0.01","0.01","0.01","0.01","","0.01","0.01","0.01","0.01","","790.00","800.00","900.00","845.00",""
"Gram","Uttarakhand","Total","0.01","0.01","0.01","0.01","","0.01","0.01","0.01","0.01","","790.00","800.00","900.00","845.00",""
"Gram","West Bengal","Rabi","0.40","0.40","0.39","0.38","","0.48","0.51","0.48","0.47","","1206.00","1271.00","1242.00","1240.00",""
"Gram","West Bengal","Total","0.40","0.40","0.39","0.38","","0.48","0.51","0.48","0.47","","1206.00","1271.00","1242.00","1240.00",""
"Gram","All India","Rabi","107.40","104.71","95.87","91.22","","135.44","122.67","110.39","111.14","","1261.00","1172.00","1151.00","1218.00",""
"Gram","All India","Total","107.40","104.71","95.87","91.22","","135.44","122.67","110.39","111.14","","1261.00","1172.00","1151.00","1218.00",""
"Urad","Andaman And Nicobar Islands","Kharif","0.00","0.00","","","","0.00","0.00","","","","0.00","360.00","","",""
"Urad","Andaman And Nicobar Islands","Rabi","0.00","","0.00","0.00","","0.00","","0.00","0.00","","400.00","","333.00","338.00",""
"Urad","Andaman And Nicobar Islands","Total","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","","400.00","360.00","333.00","338.00",""
"Urad","Andhra Pradesh","Kharif","0.39","0.31","0.33","0.36","0.30","0.32","0.29","0.34","0.32","0.28","809.00","944.00","1016.00","882.00","948.00"
"Urad","Andhra Pradesh","Rabi","3.62","3.14","2.74","2.85","","3.93","4.02","3.12","3.61","","1086.00","1279.00","1139.00","1268.00",""
"Urad","Andhra Pradesh","Total","4.01","3.45","3.07","3.21","0.30","4.25","4.31","3.45","3.93","0.28","1059.00","1249.00","1126.00","1225.00","948.00"
"Urad","Arunachal Pradesh","Kharif","0.01","0.01","0.01","0.03","","0.01","0.01","0.01","0.03","","919.00","927.00","928.00","963.00",""
"Urad","Arunachal Pradesh","Rabi","0.01","0.01","0.01","","","0.01","0.01","0.01","","","979.00","987.00","988.00","",""
"Urad","Arunachal Pradesh","Total","0.03","0.03","0.03","0.03","","0.03","0.03","0.03","0.03","","952.00","960.00","961.00","963.00",""
"Urad","Assam","Kharif","","","0.58","","0.51","0.00","","0.38","","0.34","","","658.00","","660.00"
"Urad","Assam","Rabi","0.57","0.54","0.55","0.57","","0.38","0.35","0.36","0.37","","661.00","645.00","662.00","652.00",""
"Urad","Assam","Summer","","","0.11","0.12","","","","0.08","0.09","","","","772.00","785.00",""
"Urad","Assam","Total","0.57","0.54","1.24","0.68","0.51","0.38","0.35","0.83","0.46","0.34","661.00","645.00","670.00","675.00","660.00"
"Urad","Bihar","Kharif","0.06","0.06","0.06","0.05","0.05","0.06","0.06","0.05","0.04","0.05","930.00","954.00","959.00","979.00","964.00"
